"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"REKR","Rekor Systems, Inc.","5.18","$170.81M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/rekr",
"RLAY","Relay Therapeutics, Inc.","52","$4.68B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/rlay",
"RBNC","Reliant Bancorp, Inc.","18.9","$308.03M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/rbnc",
"RELV","Reliv&#39; International, Inc.","3.685","$6.44M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/relv",
"RLMD","Relmada Therapeutics, Inc.","35","$568.45M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rlmd",
"MARK","Remark Holdings, Inc.","1.51","$150.25M","n/a","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/mark",
"RNLX","Renalytix AI plc","12.45","$448.38M","2020","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/rnlx",
"RNST","Renasant Corporation","33.13","$1.86B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/rnst",
"REGI","Renewable Energy Group, Inc.","59.34","$2.33B","2012","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/regi",
"RCII","Rent-A-Center Inc.","35.64","$1.93B","1995","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/rcii",
"RPTX","Repare Therapeutics Inc.","36","$1.32B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rptx",
"RPAY","Repay Holdings Corporation","24.4","$1.74B","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rpay",
"RGEN","Repligen Corporation","188.33","$9.91B","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/rgen",
"REPL","Replimune Group, Inc.","46.77","$2.15B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/repl",
"KRMD","Repro Med Systems, Inc.","5.61","$246.52M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/krmd",
"RBCAA","Republic Bancorp, Inc.","38.21","$799.19M","1998","Finance","Major Banks","https://old.nasdaq.com/symbol/rbcaa",
"FRBK","Republic First Bancorp, Inc.","2.91","$171.28M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/frbk",
"REFR","Research Frontiers Incorporated","3.03","$95.67M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/refr",
"RSSS","Research Solutions, Inc","2.27","$59.6M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rsss",
"RESN","Resonant Inc.","2.19","$118.65M","2014","Technology","Semiconductors","https://old.nasdaq.com/symbol/resn",
"RGP","Resources Connection, Inc.","13","$421.63M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rgp",
"ROIC","Retail Opportunity Investments Corp.","14.35","$1.69B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/roic",
"RETO","ReTo Eco-Solutions, Inc.","0.6821","$16.46M","2017","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/reto",
"RVNC","Revance Therapeutics, Inc.","24.32","$1.62B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rvnc",
"RVMD","Revolution Medicines, Inc.","40.52","$2.69B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/rvmd",
"RWLK","ReWalk Robotics Ltd.","1.19","$22.82M","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/rwlk",
"REYN","Reynolds Consumer Products Inc.","30.48","$6.39B","2020","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/reyn",
"RZLT","Rezolute, Inc.","20","$167.05M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rzlt",
"RFIL","RF Industries, Ltd.","5.44","$53.16M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/rfil",
"RGCO","RGC Resources Inc.","24.26","$197.72M","n/a","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/rgco",
"RBKB","Rhinebeck Bancorp, Inc.","8.9958","$100.15M","2019","Finance","Banks","https://old.nasdaq.com/symbol/rbkb",
"RYTM","Rhythm Pharmaceuticals, Inc.","28.96","$1.28B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rytm",
"RBBN","Ribbon Communications Inc. ","7.19","$1.05B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/rbbn",
"RIBT","RiceBran Technologies","0.56","$23.5M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/ribt",
"RELL","Richardson Electronics, Ltd.","4.71","$62.21M","1983","Technology","Electronic Components","https://old.nasdaq.com/symbol/rell",
"RMBI","Richmond Mutual Bancorporation, Inc.","13.17","$175.15M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/rmbi",
"RIGL","Rigel Pharmaceuticals, Inc.","3.08","$520.46M","2000","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rigl",
"RNET","RigNet, Inc.","5.47","$112.46M","2010","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/rnet",
"RMNI","Rimini Street, Inc.","4.84","$369.22M","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rmni",
"RIOT","Riot Blockchain, Inc","10","$509.27M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/riot",
"REDU","RISE Education Cayman Ltd","6.79","$382.81M","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/redu",
"RVSB","Riverview Bancorp Inc","5.36","$119.72M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/rvsb",
"RIVE","Riverview Financial Corporation","8.47","$78.61M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/rive",
"RMRM","RMR Mortgage Trust","9.27","$94.57M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmrm",
"RCKT","Rocket Pharmaceuticals, Inc.","32.08","$1.77B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rckt",
"RMTI","Rockwell Medical, Inc.","1.17","$109.48M","1998","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rmti",
"RCKY","Rocky Brands, Inc.","30.83","$223.28M","1993","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/rcky",
"RMCF","Rocky Mountain Chocolate Factory, Inc.","4.72","$28.65M","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/rmcf",
"RSVAU","Rodgers Silicon Valley Acquisition Corp.","10.8","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/rsvau",
"ROKU","Roku, Inc.","296.38","$37.62B","2017","Consumer Services","Television Services","https://old.nasdaq.com/symbol/roku",
"DBDR","Roman DBDR Tech Acquisition Corp.","9.94","$287.71M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dbdr",
"DBDRU","Roman DBDR Tech Acquisition Corp.","10.3","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dbdru",
"DBDRW","Roman DBDR Tech Acquisition Corp.","0.87","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dbdrw",
"ROOT","Root, Inc.","14.26","$3.56B","2020","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/root",
"ROST","Ross Stores, Inc.","115.24","$41.03B","1985","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/rost",
"ROCH","Roth CH Acquisition I Co.","12.86","$126.39M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/roch",
"ROCHU","Roth CH Acquisition I Co.","14.59","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/rochu",
"ROCHW","Roth CH Acquisition I Co.","2.655","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/rochw",
"RGLD","Royal Gold, Inc.","110.27","$7.23B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/rgld",
"RPRX","Royalty Pharma plc","42.97","$26.87B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rprx",
"RBCN","Rubicon Technology, Inc.","8.8941","$21.54M","2007","Technology","Semiconductors","https://old.nasdaq.com/symbol/rbcn",
"RUBY","Rubius Therapeutics, Inc.","7.01","$567.28M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ruby",
"RUHN","Ruhnn Holding Limited","2.97","$246.38M","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/ruhn",
"RMBL","RumbleOn, Inc.","31.62","$70.88M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/rmbl",
"RUSHA","Rush Enterprises, Inc.","40.16","$2.2B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/rusha",
"RUSHB","Rush Enterprises, Inc.","36.42","$1.99B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/rushb",
"RUTH","Ruth&#39;s Hospitality Group, Inc.","16.83","$587.36M","2005","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/ruth",
"RYAAY","Ryanair Holdings plc","116.31","$26.21B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/ryaay",
"STBA","S&T Bancorp, Inc.","24.02","$944.24M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stba",
"SANW","S&W Seed Company","2.71","$90.74M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/sanw",
"SBRA","Sabra Health Care REIT, Inc.","18.25","$3.78B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sbra",
"SABR","Sabre Corporation","12.395","$3.93B","2014","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sabr",
"SABRP","Sabre Corporation","160.57","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sabrp",
"SFET","Safe-T Group Ltd.","1.22","$22.15M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sfet",
"SAFT","Safety Insurance Group, Inc.","75.52","$1.12B","2002","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/saft",
"SGA","Saga Communications, Inc.","21.72","$130.16M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/sga",
"SAGE","Sage Therapeutics, Inc.","71.75","$3.73B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sage",
"SAIA","Saia, Inc.","183","$4.79B","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/saia",
"SLRX","Salarius Pharmaceuticals, Inc.","1.17","$23.22M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/slrx",
"SALM","Salem Media Group, Inc.","1.09","$29.08M","1999","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/salm",
"SAL","Salisbury Bancorp, Inc.","38.39","$109.15M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/sal",
"SMTI","Sanara MedTech Inc.","40.44","n/a","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/smti",
"SAFM","Sanderson Farms, Inc.","148.89","$3.31B","1987","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/safm",
"SASR","Sandy Spring Bancorp, Inc.","31.53","$1.48B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sasr",
"SGMO","Sangamo Therapeutics, Inc.","9.99","$1.41B","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/sgmo",
"SANM","Sanmina Corporation","33.25","$2.16B","1993","Technology","Electrical Products","https://old.nasdaq.com/symbol/sanm",
"SNY","Sanofi","51.03","$128.09B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sny",
"SPNS","Sapiens International Corporation N.V.","28.46","$1.43B","1992","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/spns",
"SRPT","Sarepta Therapeutics, Inc.","158.13","$12.48B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/srpt",
"SRSAU","Sarissa Capital Acquisition Corp.","10.295","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/srsau",
"STSA","Satsuma Pharmaceuticals, Inc.","4.78","$83.28M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/stsa",
"SVRA","Savara, Inc.","1.44","$77.96M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/svra",
"SBFG","SB Financial Group, Inc.","18.68","$140.97M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbfg",
"SBAC","SBA Communications Corporation","286.45","$31.81B","1999","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sbac",
"SCSC","ScanSource, Inc.","27.51","$697.78M","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/scsc",
"SMIT","Schmitt Industries, Inc.","5.5793","$20.95M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/smit",
"SCHN","Schnitzer Steel Industries, Inc.","27.58","$747.63M","1993","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/schn",
"SRRK","Scholar Rock Holding Corporation","41.05","$1.38B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/srrk",
"SCHL","Scholastic Corporation","25","$855.08M","1992","Consumer Services","Books","https://old.nasdaq.com/symbol/schl",
"SDGR","Schrodinger, Inc.","66.19","$4.6B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sdgr",
"SAMA","Schultze Special Purpose Acquisition Corp.","11.65","$136.79M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sama",
"SAMAU","Schultze Special Purpose Acquisition Corp.","13.2","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/samau",
"SAMAW","Schultze Special Purpose Acquisition Corp.","1.84","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/samaw",
"SJ","Scienjoy Holding Corporation","8.6853","$234.83M","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/sj",
"SGMS","Scientific Games Corp","37.86","$3.6B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/sgms",
"SCPL","SciPlay Corporation","14.69","$335.77M","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/scpl",
"SCPH","scPharmaceuticals Inc.","8.74","$238.78M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/scph",
"WORX","SCWorx Corp.","1.75","$17.26M","2016","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/worx",
"SCYX","SCYNEXIS, Inc.","6.34","$69.36M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/scyx",
"SEAC","SeaChange International, Inc.","0.9599","$36.05M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","27.4","$1.51B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbcf",
"STX","Seagate Technology PLC","64.07","$16.46B","2002","Technology","Electronic Components","https://old.nasdaq.com/symbol/stx",
"SGEN","Seagen Inc. ","179.23","$32.08B","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/sgen",
"SHIP","Seanergy Maritime Holdings Corp","0.62","$42.36M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ship",
"SHIPW","Seanergy Maritime Holdings Corp","0.0395","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/shipw",
"SHIPZ","Seanergy Maritime Holdings Corp","0.075","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/shipz",
"SGAMU","Seaport Global Acquisition Corp.","10.16","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/sgamu",
"SPNE","SeaSpine Holdings Corporation","16.16","$446.55M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/spne",
"EYES","Second Sight Medical Products, Inc.","1.4","$32.37M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/eyes",
"EYESW","Second Sight Medical Products, Inc.","0.097","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/eyesw",
"SECO","Secoo Holding Limited","2.71","$191.47M","2017","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/seco",
"SCWX","SecureWorks Corp.","12.32","$1.01B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/scwx",
"SNFCA","Security National Financial Corporation","8.21","$157.33M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/snfca",
"SEEL","Seelos Therapeutics, Inc.","1.01","$53.96M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/seel",
"SEIC","SEI Investments Company","56.62","$8.19B","1981","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/seic",
"SLCT","Select Bancorp, Inc.","9.67","$172M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/slct",
"SIC","Select Interior Concepts, Inc.","7.52","$190.77M","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/sic",
"SELB","Selecta Biosciences, Inc.","3.21","$346.78M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/selb",
"SIGI","Selective Insurance Group, Inc.","65.3","$3.91B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/sigi",
"SLS","SELLAS Life Sciences Group, Inc. ","3.86","$36.52M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sls",
"LEDS","SemiLEDS Corporation","3.17","$12.72M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/leds",
"SMTC","Semtech Corporation","72.2","$4.7B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/smtc",
"SNCA","Seneca Biopharma, Inc.","0.6654","$11.51M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/snca",
"SENEA","Seneca Foods Corp.","43.79","$397.59M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","42.6","$386.78M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/seneb",
"SNES","SenesTech, Inc.","1.59","$6.52M","2016","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/snes",
"AIHS","Senmiao Technology Limited","1.18","$51.16M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/aihs",
"SRTS","Sensus Healthcare, Inc.","3.605","$59.49M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/srts",
"SQBG","Sequential Brands Group, Inc.","14.57","$24.06M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/sqbg",
"MCRB","Seres Therapeutics, Inc.","25.42","$2.32B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mcrb",
"SVC","Service Properties Trust","13.51","$2.23B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/svc",
"SREV","ServiceSource International, Inc.","1.65","$159.38M","2011","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/srev",
"SFBS","ServisFirst Bancshares, Inc.","39.64","$2.14B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/sfbs",
"SESN","Sesen Bio, Inc.","1.53","$197.89M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sesn",
"SVBI","Severn Bancorp Inc","7.19","$92.16M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/svbi",
"SGBX","SG Blocks, Inc.","3.1","$26.65M","2017","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/sgbx",
"SGOC","SGOCO Group, Ltd","1.19","$119.71M","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/sgoc",
"SMED","Sharps Compliance Corp.","8.13","$134.03M","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","16.87","$195.63M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/shsp",
"STTK","Shattuck Labs, Inc.","33","$1.38B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sttk",
"SHEN","Shenandoah Telecommunications Co","45.53","$2.27B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/shen",
"SFT","Shift Technologies, Inc.","8.95","$734.86M","2019","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/sft",
"SFTTW","Shift Technologies, Inc.","3.16","n/a","2019","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/sfttw",
"PIXY","ShiftPixy, Inc.","2.38","$49.75M","2017","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/pixy",
"SCCI","Shimmick Construction Company, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scci",
"TYHT","Shineco, Inc.","3.35","$10.17M","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/tyht",
"SWAV","ShockWave Medical, Inc.","93.11","$3.19B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/swav",
"SCVL","Shoe Carnival, Inc.","38.35","$540.78M","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/scvl",
"SHBI","Shore Bancshares Inc","14.29","$172M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/shbi",
"SSTI","ShotSpotter, Inc.","33.78","$386.5M","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ssti",
"SIBN","SI-BONE, Inc.","24.1","$779.9M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/sibn",
"SIEB","Siebert Financial Corp.","3.67","$113.6M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sieb",
"SIEN","Sientra, Inc.","5.55","$280.02M","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/sien",
"BSRR","Sierra Bancorp","24.07","$369.69M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bsrr",
"SRRA","Sierra Oncology, Inc.","14.01","$154.68M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/srra",
"SWIR","Sierra Wireless, Inc.","15.61","$569.07M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","1.11","$198.94M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sify",
"SIGA","SIGA Technologies Inc.","6.98","$540.25M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/siga",
"SGTX","Sigilon Therapeutics, Inc.","34.78","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sgtx",
"SGLB","Sigma Labs, Inc.","3.07","$17.9M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/sglb",
"SGLBW","Sigma Labs, Inc.","0.249","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/sglbw",
"SGMA","SigmaTron International, Inc.","3.6936","$15.67M","1994","Technology","Electrical Products","https://old.nasdaq.com/symbol/sgma",
"SBNY","Signature Bank","124.45","$6.67B","2004","Finance","Major Banks","https://old.nasdaq.com/symbol/sbny",
"SLN","Silence Therapeutics Plc","17.25","$476.85M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sln",
"SLGN","Silgan Holdings Inc.","34.87","$3.86B","1997","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/slgn",
"SILC","Silicom Ltd","39.93","$286.53M","n/a","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/silc",
"SLAB","Silicon Laboratories, Inc.","123.44","$5.41B","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","44.41","$1.56B","2005","Technology","Semiconductors","https://old.nasdaq.com/symbol/simo",
"SILK","Silk Road Medical, Inc.","57.51","$1.95B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/silk",
"SSPK","Silver Spike Acquisition Corp.","10.71","$334.69M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspk",
"SSPKU","Silver Spike Acquisition Corp.","11.08","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspku",
"SSPKW","Silver Spike Acquisition Corp.","1.459","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspkw",
"SBTX","Silverback Therapeutics, Inc.","25","$712.92M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sbtx",
"SAMG","Silvercrest Asset Management Group Inc.","14.24","$204.66M","2013","Finance","Investment Managers","https://old.nasdaq.com/symbol/samg",
"SSNT","SilverSun Technologies, Inc.","2.95","$13.28M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ssnt",
"SFNC","Simmons First National Corporation","21.12","$2.3B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sfnc",
"SLP","Simulations Plus, Inc.","57.56","$1.15B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","43.54","$2.6B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sina",
"SBGI","Sinclair Broadcast Group, Inc.","28.91","$2.14B","1995","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/sbgi",
"SINO","Sino-Global Shipping America, Ltd.","2.85","$12.65M","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/sino",
"SVA","Sinovac Biotech, Ltd.","6.47","$639.9M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sva",
"SINT","SiNtx Technologies, Inc.","2.04","$52.12M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/sint",
"SIOX","Sio Gene Therapies Inc.","2.63","$127.47M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/siox",
"SPQQ","Siren Large Cap Blend Index ETF","29.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/spqq",
"BLCN","Siren Nasdaq NexGen Economy ETF","39.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/blcn",
"SG","Sirius International Insurance Group, Ltd.","11.75","$1.35B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/sg",
"SIRI","Sirius XM Holdings Inc.","6.34","$26.94B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/siri",
"SRVA","SIRVA, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srva",
"SITM","SiTime Corporation","103.79","$1.76B","2019","Technology","Semiconductors","https://old.nasdaq.com/symbol/sitm",
"SYTA","Siyata Mobile, Inc.","6.92","$22.72M","2020","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/syta",
